"Income" "Loan" "Default" "Age" "Gender" "Education" "Children" "Employment" "Adress" "Phone" "Customer" "Term" "Limit"
46.052 11.513 0 27 "F" "H" 0 7 140 "Y" "N" 36 11.513
44.008 11.002 0 21 "F" "N" 0 9 72 "Y" "E" 36 11.002
47.674 11.918 0 32 "M" "M" 1 72 12 "Y" "N" 36 11.918
44.008 11.002 0 41 "F" "S" 2 76 115 "Y" "E" 36 11.002
43.198 11.29 1 33 "M" "M" 1 142 1 "N" "E" 36 10.803
41.852 10.82 1 43 "M" "H" 1 41 216 "Y" "N" 36 10.49
45.63 11.408 0 48 "M" "M" 0 79 335 "Y" "N" 36 11.408
48.619 12.155 0 33 "F" "H" 1 108 204 "Y" "N" 36 12.155
47.101 11.775 0 36 "M" "H" 0 90 240 "Y" "N" 36 11.775
48.403 12.101 1 47 "F" "M" 2 28 144 "Y" "E" 36 12.101
48.824 12.206 0 48 "M" "M" 2 79 231 "Y" "N" 36 12.206
45.63 11.408 1 43 "F" "H" 1 175 116 "Y" "N" 36 11.408
46.052 11.513 1 28 "M" "M" 0 78 144 "Y" "N" 36 11.513
47.674 11.918 0 49 "F" "M" 0 86 207 "Y" "N" 36 11.918
46.052 11.513 0 27 "F" "H" 0 87 24 "Y" "N" 36 11.513
47.674 11.918 0 28 "F" "H" 0 24 2 "Y" "N" 36 11.918
47.674 11.918 0 33 "F" "H" 1 19 346 "Y" "N" 36 11.918
44.008 11.002 1 37 "M" "M" 2 8 36 "Y" "N" 36 11.002
44.329 11.082 0 25 "M" "M" 0 24 257 "Y" "N" 36 11.082
48.824 12.206 0 30 "M" "H" 0 19 156 "N" "N" 36 12.206
49.435 12.899 0 49 "F" "M" 1 48 96 "N" "N" 36 12.36
46.052 11.513 0 27 "F" "H" 1 87 30 "Y" "N" 36 11.513
51.597 12.899 1 50 "F" "H" 0 10 29 "N" "N" 36 12.899
48.174 12.044 0 45 "M" "M" 0 276 120 "Y" "N" 36 12.044
46.433 11.608 0 52 "F" "M" 3 39 165 "Y" "N" 36 11.608
51.063 12.766 0 37 "M" "H" 3 24 54 "Y" "N" 36 12.766
44.329 11.082 0 22 "M" "M" 0 23 273 "Y" "N" 36 11.082
44.008 11.002 0 24 "F" "H" 0 13 20 "N" "N" 36 11.002
49.717 12.429 0 47 "F" "H" 2 10 128 "Y" "N" 36 12.429
47.674 11.918 1 44 "M" "M" 1 15 7 "Y" "N" 36 11.918
45.847 11.462 1 36 "F" "M" 1 37 207 "Y" "N" 36 11.462
49.717 12.429 0 23 "M" "H" 0 7 180 "Y" "N" 36 12.429
44.008 11.002 1 43 "M" "H" 0 33 120 "Y" "N" 36 11.002
37.223 12.511 1 48 "M" "M" 0 11 24 "Y" "N" 36 9.306
47.674 11.918 1 26 "M" "M" 1 96 18 "Y" "N" 36 11.918
50.446 12.612 0 28 "M" "M" 1 72 156 "Y" "N" 36 12.612
49.902 12.874 1 29 "F" "S" 0 19 69 "N" "N" 36 12.475
50.446 12.612 0 52 "F" "H" 2 22 120 "N" "N" 36 12.612
43.279 10.82 0 23 "F" "N" 0 27 277 "Y" "N" 36 10.82
47.101 11.775 0 29 "M" "S" 0 31 240 "Y" "N" 36 11.775
47.674 11.918 0 26 "F" "M" 1 30 114 "Y" "N" 36 11.918
46.052 11.513 0 36 "M" "H" 1 35 42 "N" "N" 36 11.513
49.717 12.429 1 33 "M" "H" 0 20 204 "Y" "N" 36 12.429
44.901 11.225 0 34 "M" "M" 2 135 84 "Y" "N" 36 11.225
46.781 11.918 0 30 "M" "M" 1 4 14 "Y" "N" 36 11.843
51.141 12.899 0 36 "M" "H" 1 11 72 "Y" "N" 36 12.785
48.824 12.206 0 27 "F" "H" 0 9 152 "Y" "N" 36 12.206
50.899 12.766 0 33 "M" "M" 0 4 36 "Y" "N" 36 12.726
47.674 11.918 0 54 "M" "M" 1 281 48 "Y" "N" 36 11.918
48.923 12.899 0 25 "M" "N" 1 4 121 "Y" "N" 36 12.235
48.981 12.612 0 24 "M" "N" 1 17 29 "Y" "N" 36 12.247
46.052 11.513 1 28 "F" "M" 1 50 156 "Y" "N" 36 11.513
46.052 11.513 0 37 "M" "M" 1 11 174 "Y" "N" 36 11.513
46.052 11.513 0 47 "F" "H" 0 42 264 "Y" "N" 36 11.513
46.052 11.513 0 48 "M" "H" 0 24 252 "Y" "N" 36 11.513
45.159 11.29 0 32 "M" "M" 1 6 19 "Y" "N" 36 11.29
49.874 12.468 1 26 "M" "M" 1 34 123 "Y" "N" 36 12.468
40.173 10.309 0 31 "M" "H" 1 7 18 "N" "N" 36 10.057
51.597 12.899 1 44 "F" "H" 1 11 528 "Y" "E" 36 12.899
36.636 12.364 0 37 "M" "M" 2 17 96 "Y" "N" 36 9.159
49.717 12.429 1 33 "M" "H" 2 11 132 "Y" "N" 36 12.429
47.932 11.983 0 33 "M" "H" 0 17 406 "Y" "N" 36 11.983
46.035 11.918 1 51 "F" "M" 1 175 36 "Y" "N" 36 11.509
46.052 11.513 1 34 "M" "M" 0 24 132 "Y" "N" 36 11.513
47.398 11.849 0 23 "M" "M" 0 21 286 "Y" "N" 36 11.849
47.674 11.918 0 30 "M" "H" 0 5 169 "Y" "N" 36 11.918
46.052 11.513 0 53 "M" "H" 0 20 8 "Y" "N" 36 11.513
46.052 11.513 0 46 "F" "H" 2 264 134 "Y" "N" 36 11.513
51.597 12.899 1 38 "F" "M" 0 28 255 "Y" "E" 36 12.899
47.674 11.918 0 31 "F" "H" 2 24 62 "Y" "N" 36 11.918
43.279 10.82 1 47 "F" "H" 0 8 1 "N" "N" 36 10.82
48.78 12.206 0 29 "F" "H" 0 73 96 "Y" "N" 36 12.195
50.446 12.612 0 33 "F" "M" 1 8 76 "Y" "E" 36 12.612
50.156 12.612 0 30 "F" "M" 1 8 180 "Y" "N" 36 12.541
47.674 11.918 0 37 "F" "H" 1 139 132 "Y" "N" 36 11.918
43.279 10.82 0 41 "F" "H" 1 56 57 "Y" "N" 36 10.82
50.446 12.612 0 46 "F" "H" 0 21 8 "Y" "N" 36 12.612
46.052 11.513 0 37 "F" "M" 1 230 84 "Y" "N" 36 11.513
52.489 13.122 0 46 "M" "N" 2 17 12 "Y" "N" 36 13.122
46.052 11.775 0 32 "M" "M" 2 26 156 "N" "N" 36 11.6
48.824 12.206 0 48 "F" "H" 0 194 387 "Y" "N" 36 12.206
47.674 11.918 1 24 "M" "M" 1 4 240 "Y" "N" 36 11.918
47.932 11.983 0 27 "M" "H" 0 23 25 "Y" "N" 36 11.983
45.159 11.29 0 38 "M" "N" 0 44 48 "Y" "N" 36 11.29
46.052 11.513 1 41 "F" "M" 1 142 300 "Y" "N" 36 11.513
47.674 11.918 0 52 "M" "H" 2 109 60 "Y" "N" 36 11.918
45.159 11.29 1 23 "M" "M" 0 18 91 "Y" "N" 36 11.29
35.949 12.192 0 25 "F" "H" 0 74 132 "Y" "N" 36 8.987
49.717 12.429 0 31 "M" "M" 2 65 60 "Y" "N" 36 12.429
48.824 12.206 1 26 "M" "M" 1 20 36 "Y" "N" 36 12.206
43.279 10.82 0 41 "F" "M" 0 24 60 "N" "N" 36 10.82
46.781 11.695 0 30 "F" "H" 0 8 88 "Y" "N" 36 11.695
50.446 12.612 0 38 "M" "M" 2 21 460 "Y" "N" 36 12.612
51.597 12.899 0 45 "M" "H" 2 44 262 "Y" "N" 36 12.899
50.446 12.612 0 34 "F" "N" 1 28 216 "N" "N" 36 12.612
44.008 11.002 0 28 "M" "M" 1 10 9 "Y" "N" 36 11.002
51.597 12.899 1 31 "F" "H" 1 16 120 "Y" "N" 36 12.899
47.398 11.849 1 33 "M" "H" 2 11 8 "Y" "E" 36 11.849
47.674 11.918 0 41 "F" "H" 2 61 204 "Y" "N" 36 11.918
48.824 12.206 0 27 "M" "M" 0 24 30 "Y" "N" 36 12.206
51.597 12.899 1 44 "M" "H" 2 61 209 "Y" "N" 36 12.899
48.824 12.206 0 40 "F" "H" 1 19 114 "Y" "N" 36 12.206
54.369 13.592 0 29 "M" "H" 1 26 29 "Y" "N" 36 13.592
51.597 12.899 0 46 "M" "H" 1 35 264 "Y" "E" 36 12.899
51.597 12.899 0 48 "F" "H" 1 36 173 "Y" "N" 36 12.899
51.597 12.899 0 46 "M" "H" 1 35 48 "Y" "E" 36 12.899
42.387 10.597 0 51 "F" "M" 1 187 72 "N" "E" 36 10.597
51.597 12.899 0 42 "M" "S" 0 21 68 "Y" "E" 36 12.899
45.63 11.408 0 30 "M" "H" 1 97 72 "Y" "N" 36 11.408
45.058 11.513 0 22 "F" "M" 0 12 57 "Y" "N" 36 11.27
47.674 11.918 0 46 "F" "M" 1 82 273 "Y" "N" 36 11.918
50.446 12.612 0 49 "F" "M" 1 37 95 "Y" "N" 36 12.612
51.597 12.899 0 34 "M" "M" 0 3 15 "Y" "N" 36 12.899
48.174 12.044 1 25 "M" "M" 0 10 84 "Y" "N" 36 12.044
47.101 11.775 0 26 "M" "H" 0 11 322 "Y" "N" 36 11.775
46.781 11.695 1 27 "M" "M" 0 8 10 "N" "N" 36 11.695
36.841 12.785 0 41 "F" "H" 0 68 240 "N" "N" 36 9.21
42.387 10.597 0 45 "F" "H" 1 8 192 "Y" "N" 36 10.597
46.944 11.918 1 32 "F" "M" 0 9 144 "N" "N" 36 11.743
48.824 12.206 0 33 "F" "M" 2 60 156 "Y" "N" 36 12.206
51.597 12.899 0 44 "F" "H" 1 52 24 "Y" "N" 36 12.899
48.824 12.206 1 32 "M" "H" 1 11 120 "Y" "N" 36 12.206
43.279 10.82 0 27 "M" "H" 0 62 128 "Y" "N" 36 10.82
49.717 12.429 0 45 "M" "M" 0 27 47 "Y" "E" 36 12.429
48.174 12.044 0 48 "F" "H" 2 19 134 "Y" "N" 36 12.044
49.717 12.429 0 36 "M" "H" 1 15 30 "Y" "E" 36 12.429
48.619 12.155 0 36 "M" "H" 2 101 74 "Y" "N" 36 12.155
46.052 11.513 0 52 "M" "H" 3 73 264 "Y" "E" 36 11.513
46.433 11.608 0 32 "M" "H" 0 60 388 "Y" "N" 36 11.608
46.052 11.513 0 45 "F" "H" 0 315 315 "Y" "N" 36 11.513
45.63 11.408 0 33 "F" "H" 0 8 7 "Y" "N" 36 11.408
48.824 12.206 0 32 "F" "H" 1 9 24 "Y" "N" 36 12.206
46.052 11.513 0 25 "M" "H" 0 10 10 "Y" "N" 36 11.513
46.052 11.513 0 44 "F" "H" 1 26 216 "N" "N" 36 11.513
49.858 12.899 1 51 "F" "S" 2 58 58 "Y" "N" 36 12.465
46.052 11.513 0 26 "M" "H" 0 27 21 "Y" "N" 36 11.513
44.625 11.918 0 50 "F" "M" 0 341 117 "Y" "N" 36 11.182
51.597 12.899 0 28 "M" "H" 0 53 96 "Y" "N" 36 12.899
46.052 11.513 0 23 "M" "H" 0 16 16 "N" "N" 36 11.513
46.052 11.513 0 46 "F" "M" 2 6 60 "Y" "N" 36 11.513
51.597 12.899 1 33 "M" "H" 0 14 204 "N" "N" 36 12.899
49.717 12.429 0 43 "M" "H" 2 64 11 "Y" "N" 36 12.429
50.446 12.612 0 39 "M" "M" 3 12 180 "Y" "N" 36 12.612
47.674 11.918 1 23 "M" "N" 0 12 264 "Y" "N" 36 11.918
54.369 13.592 1 34 "M" "M" 2 6 11 "Y" "N" 36 13.592
48.055 12.899 1 45 "M" "H" 3 43 72 "Y" "N" 36 12.018
51.597 12.899 0 27 "M" "H" 0 26 128 "Y" "N" 36 12.899
48.824 12.206 0 33 "M" "H" 2 59 26 "N" "N" 36 12.206
46.781 11.695 1 31 "F" "M" 1 17 143 "Y" "N" 36 11.695
50.446 12.612 0 32 "F" "H" 1 27 288 "Y" "N" 36 12.612
48.824 12.206 1 42 "F" "N" 0 13 24 "Y" "N" 36 12.206
50.446 12.612 0 32 "F" "S" 2 32 85 "Y" "N" 36 12.612
51.597 12.899 1 49 "F" "M" 0 332 216 "Y" "N" 36 12.899
44.008 11.002 0 49 "F" "M" 2 39 120 "Y" "N" 36 11.002
51.063 12.766 0 51 "F" "H" 2 11 99 "Y" "N" 36 12.766
48.174 12.044 0 30 "F" "M" 0 7 173 "N" "N" 36 12.044
47.674 11.918 1 38 "F" "N" 2 17 125 "Y" "N" 36 11.918
45.402 11.35 1 37 "M" "H" 1 14 14 "N" "N" 36 11.35
45.183 11.918 0 36 "M" "M" 1 58 432 "Y" "N" 36 11.296
54.369 13.592 1 51 "M" "H" 2 176 221 "Y" "N" 36 13.592
46.052 11.513 0 34 "F" "M" 1 16 108 "Y" "N" 36 11.513
48.824 12.206 0 39 "M" "H" 0 120 3 "Y" "E" 36 12.206
46.052 11.513 0 35 "M" "M" 0 60 64 "Y" "N" 36 11.513
47.674 11.918 0 48 "F" "H" 1 274 260 "Y" "N" 36 11.918
48.824 12.206 0 38 "M" "M" 1 98 2 "Y" "N" 36 12.206
51.5 12.899 0 27 "F" "H" 1 109 137 "Y" "N" 36 12.875
47.674 11.918 0 30 "M" "M" 1 13 108 "Y" "N" 36 11.918
46.052 11.513 1 26 "M" "M" 1 24 159 "Y" "N" 36 11.513
47.674 11.918 0 23 "F" "H" 0 7 20 "Y" "N" 36 11.918
45.63 11.408 0 34 "F" "H" 0 11 38 "N" "N" 36 11.408
53.835 13.459 1 27 "M" "N" 1 16 96 "N" "N" 36 13.459
46.781 11.695 0 31 "F" "M" 1 6 13 "Y" "N" 36 11.695
48.824 12.206 0 21 "F" "N" 0 14 48 "Y" "N" 36 12.206
54.111 13.528 0 47 "M" "H" 3 4 132 "Y" "N" 36 13.528
46.611 11.653 0 28 "F" "M" 1 25 73 "Y" "N" 36 11.653
51.597 12.899 1 39 "F" "H" 1 29 1 "N" "E" 36 12.899
47.565 12.206 0 47 "M" "H" 3 82 103 "Y" "N" 36 11.894
51.597 12.899 1 48 "F" "H" 2 12 47 "Y" "N" 36 12.899
35.949 12.192 0 32 "F" "H" 0 29 49 "Y" "N" 36 8.987
46.052 11.513 0 34 "F" "M" 0 7 48 "Y" "N" 36 11.513
51.597 12.899 1 44 "M" "H" 0 29 146 "Y" "N" 36 12.899
43.279 10.82 0 28 "M" "M" 1 70 115 "Y" "N" 36 10.82
49.554 12.388 0 30 "M" "H" 0 17 360 "Y" "N" 36 12.388
51.063 12.766 0 23 "M" "H" 0 26 54 "Y" "N" 36 12.766
51.597 12.899 0 44 "F" "H" 1 6 12 "Y" "N" 36 12.899
48.943 12.346 0 33 "M" "H" 3 34 8 "N" "E" 36 12.239
51.597 12.899 1 23 "F" "H" 0 15 16 "N" "N" 36 12.899
49.717 12.429 1 26 "M" "H" 0 6 128 "Y" "N" 36 12.429
44.901 11.29 1 42 "F" "M" 0 32 56 "Y" "N" 36 11.238
51.597 12.899 1 50 "M" "H" 2 23 93 "N" "N" 36 12.899
51.597 12.899 0 26 "M" "H" 1 20 29 "Y" "E" 36 12.899
47.674 11.918 1 32 "M" "M" 0 9 2 "Y" "N" 36 11.918
47.398 11.849 1 28 "M" "H" 0 23 5 "Y" "N" 36 11.849
44.625 11.156 0 37 "M" "M" 1 13 142 "N" "N" 36 11.156
50.446 12.612 0 36 "F" "M" 1 14 67 "Y" "N" 36 12.612
53.35 13.592 1 51 "F" "M" 2 35 254 "Y" "E" 36 13.338
49.717 12.429 0 48 "F" "M" 2 107 231 "Y" "N" 36 12.429
50.446 12.612 1 32 "M" "M" 1 15 63 "Y" "N" 36 12.612
43.032 11.082 0 26 "F" "N" 0 36 129 "N" "N" 36 10.761
49.52 12.429 0 41 "M" "M" 3 16 3 "N" "N" 36 12.383
48.438 12.899 0 46 "F" "H" 2 9 41 "Y" "N" 36 12.11
50.446 12.612 0 29 "M" "H" 1 24 12 "Y" "N" 36 12.612
51.063 12.766 1 35 "M" "M" 0 8 180 "Y" "N" 36 12.766
44.008 11.002 0 44 "M" "H" 1 29 120 "N" "N" 36 11.002
48.824 12.206 0 46 "F" "M" 2 15 149 "Y" "E" 36 12.206
47.674 11.918 1 25 "M" "M" 0 10 96 "N" "N" 36 11.918
38.187 12.752 0 39 "M" "H" 0 137 93 "Y" "N" 36 9.547
46.781 11.695 0 29 "F" "H" 1 26 72 "Y" "N" 36 11.695
43.279 10.82 1 43 "F" "S" 2 35 36 "Y" "N" 36 10.82
41.852 10.463 0 37 "M" "H" 2 75 120 "Y" "N" 36 10.463
46.322 11.626 0 41 "F" "H" 1 162 27 "N" "N" 36 11.588
46.131 11.695 0 36 "F" "N" 1 8 15 "Y" "N" 36 11.536
46.052 11.513 1 27 "F" "H" 0 24 118 "Y" "N" 36 11.513
47.209 11.918 0 30 "F" "H" 2 21 49 "N" "N" 36 11.802
48.824 12.206 0 35 "M" "H" 1 24 32 "Y" "N" 36 12.206
48.824 12.206 0 33 "M" "M" 2 60 14 "Y" "N" 36 12.206
47.101 11.775 1 25 "M" "M" 1 27 65 "N" "N" 36 11.775
47.674 11.918 0 49 "F" "H" 2 3 216 "Y" "N" 36 11.918
51.349 12.899 0 35 "F" "H" 1 79 24 "Y" "N" 36 12.84
48.824 12.206 0 45 "M" "H" 1 110 58 "Y" "N" 36 12.206
42.387 11.695 0 48 "F" "N" 1 9 276 "Y" "N" 36 11.695
44.625 11.156 0 24 "F" "H" 0 19 12 "N" "E" 36 11.156
46.052 11.513 0 26 "M" "M" 2 11 146 "Y" "N" 36 11.513
40.507 10.127 0 38 "F" "M" 1 62 390 "Y" "N" 36 10.127
51.597 12.899 0 52 "M" "H" 1 144 59 "Y" "N" 36 12.899
33.647 11.986 0 32 "F" "N" 0 9 136 "Y" "N" 36 8.412
44.625 11.156 0 33 "F" "H" 0 72 192 "Y" "N" 36 11.156
35.949 12.192 0 34 "M" "H" 0 14 120 "Y" "E" 36 8.987
51.242 12.81 0 57 "M" "M" 2 394 300 "Y" "N" 36 12.81
51.597 12.899 0 27 "M" "M" 1 15 18 "Y" "N" 36 12.899
50.446 12.612 0 57 "M" "M" 1 444 348 "Y" "E" 36 12.612
51.296 12.899 0 40 "F" "H" 1 7 40 "Y" "N" 36 12.826
50.446 12.612 1 54 "M" "M" 0 16 324 "Y" "N" 36 12.612
50.446 12.612 1 29 "F" "M" 1 12 144 "Y" "N" 36 12.612
46.052 11.513 0 42 "F" "N" 2 34 89 "Y" "N" 36 11.513
48.824 12.206 1 24 "M" "H" 0 22 293 "Y" "N" 36 12.206
48.824 12.206 0 28 "F" "H" 0 37 336 "Y" "N" 36 12.206
46.285 11.695 0 28 "F" "M" 0 121 3 "Y" "N" 36 11.577
41.852 10.463 0 40 "F" "H" 2 106 216 "N" "E" 36 10.463
50.066 12.612 0 30 "M" "H" 1 52 276 "Y" "N" 36 12.517
51.597 12.899 0 34 "M" "M" 0 13 96 "Y" "N" 36 12.899
46.052 11.513 0 33 "M" "H" 1 7 96 "Y" "N" 36 11.513
49.717 12.429 0 34 "M" "M" 0 18 240 "Y" "N" 36 12.429
44.625 11.156 0 56 "M" "H" 2 325 291 "Y" "N" 36 11.156
49.717 12.429 0 43 "F" "M" 1 13 264 "Y" "N" 36 12.429
51.597 12.899 1 38 "F" "H" 0 22 88 "Y" "N" 36 12.899
47.538 11.884 0 21 "F" "N" 0 17 67 "Y" "N" 36 11.884
50.446 12.612 0 57 "M" "H" 2 47 72 "Y" "N" 36 12.612
47.282 11.918 0 30 "F" "M" 1 29 12 "Y" "N" 36 11.823
51.597 12.899 0 41 "M" "H" 1 59 108 "Y" "N" 36 12.899
47.674 11.918 1 28 "M" "M" 0 26 5 "Y" "N" 36 11.918
49.206 12.301 0 42 "M" "M" 2 42 257 "Y" "N" 36 12.301
48.174 12.346 0 41 "M" "M" 0 15 243 "Y" "N" 36 12.047
50.446 12.612 0 26 "M" "H" 0 3 12 "Y" "N" 36 12.612
51.063 12.766 0 52 "M" "S" 1 53 10 "Y" "N" 36 12.766
51.597 12.899 1 51 "M" "H" 3 24 72 "Y" "N" 36 12.899
49.126 12.346 0 24 "F" "H" 0 27 88 "N" "N" 36 12.282
49.717 12.429 1 34 "F" "H" 1 72 96 "Y" "N" 36 12.429
46.052 11.513 0 27 "M" "H" 0 24 8 "N" "N" 36 11.513
44.008 11.002 0 42 "F" "H" 2 54 132 "Y" "N" 36 11.002
50.446 12.612 1 23 "F" "H" 1 78 5 "Y" "N" 36 12.612
42.387 10.597 0 37 "F" "H" 0 22 28 "N" "N" 36 10.597
50.446 12.612 0 37 "F" "H" 0 4 18 "Y" "E" 36 12.612
43.279 10.82 0 39 "F" "M" 3 59 216 "Y" "N" 36 10.82
50.446 12.612 0 55 "M" "H" 1 5 121 "Y" "N" 36 12.612
47.192 11.813 0 36 "F" "H" 2 11 121 "Y" "N" 36 11.804
51.597 12.899 1 55 "M" "H" 1 8 372 "Y" "N" 36 12.899
48.103 12.044 0 29 "F" "H" 1 24 18 "Y" "N" 36 12.026
47.674 11.918 0 46 "M" "H" 3 88 22 "Y" "N" 36 11.918
50.352 12.821 0 46 "M" "H" 1 43 7 "Y" "N" 36 12.591
46.052 11.513 0 21 "F" "N" 0 16 1 "Y" "N" 36 11.513
47.674 11.918 1 51 "F" "N" 1 3 72 "Y" "N" 36 11.918
51.597 12.899 1 39 "M" "P" 0 6 62 "N" "E" 36 12.899
51.597 12.899 0 41 "M" "H" 2 57 164 "Y" "N" 36 12.899
50.446 12.612 1 28 "F" "H" 1 31 72 "Y" "N" 36 12.612
46.052 11.513 0 38 "M" "H" 1 71 7 "Y" "N" 36 11.513
46.052 11.695 0 34 "M" "M" 3 6 97 "Y" "N" 36 11.544
46.052 11.513 0 49 "M" "H" 2 12 142 "Y" "N" 36 11.513
46.052 11.513 1 42 "F" "H" 1 180 504 "Y" "N" 36 11.513
47.398 11.918 1 24 "M" "M" 0 10 269 "Y" "N" 36 11.877
48.174 12.044 0 49 "F" "M" 3 105 154 "Y" "N" 36 12.044
43.279 11.156 0 32 "M" "M" 1 10 144 "Y" "N" 36 10.829
46.781 11.695 0 29 "M" "M" 0 11 59 "Y" "N" 36 11.695
47.674 11.918 0 25 "M" "M" 0 12 113 "Y" "N" 36 11.918
47.674 11.918 0 25 "F" "H" 0 11 204 "Y" "N" 36 11.918
44.625 11.156 0 28 "M" "H" 0 7 60 "Y" "N" 36 11.156
45.888 12.206 0 25 "M" "H" 0 8 1 "Y" "N" 36 11.474
44.625 11.156 1 26 "M" "M" 0 57 50 "N" "N" 36 11.156
42.387 10.597 1 21 "M" "M" 0 5 87 "Y" "N" 36 10.597
51.063 12.766 1 38 "F" "S" 2 43 70 "Y" "N" 36 12.766
42.387 10.597 0 52 "F" "H" 2 16 180 "Y" "N" 36 10.597
47.674 11.918 0 24 "F" "N" 0 11 87 "Y" "N" 36 11.918
44.625 11.156 0 49 "F" "H" 2 327 240 "Y" "N" 36 11.156
50.446 12.612 0 36 "M" "H" 2 6 1 "Y" "N" 36 12.612
46.052 11.513 0 42 "M" "M" 2 7 89 "Y" "E" 36 11.513
44.625 11.156 0 31 "F" "H" 0 105 4 "N" "N" 36 11.156
48.174 12.044 0 48 "M" "M" 2 6 212 "Y" "N" 36 12.044
46.052 11.513 0 27 "F" "H" 1 13 29 "Y" "N" 36 11.513
47.674 11.918 0 24 "M" "H" 0 15 276 "Y" "N" 36 11.918
51.597 12.899 0 52 "M" "H" 2 72 192 "Y" "N" 36 12.899
51.285 12.899 0 46 "F" "H" 2 18 256 "Y" "N" 36 12.825
45.63 11.408 0 53 "M" "M" 0 108 217 "Y" "E" 36 11.408
50.446 12.612 1 38 "M" "M" 2 18 36 "Y" "N" 36 12.612
48.824 12.206 0 23 "F" "N" 0 7 131 "Y" "N" 36 12.206
50.17 12.543 0 39 "F" "M" 1 17 113 "Y" "N" 36 12.543
51.597 12.899 0 36 "F" "H" 0 15 108 "Y" "N" 36 12.899
46.052 11.513 0 34 "M" "M" 1 24 204 "Y" "N" 36 11.513
51.597 12.899 0 41 "F" "M" 2 55 306 "Y" "N" 36 12.899
47.674 11.918 0 52 "M" "H" 2 396 252 "Y" "N" 36 11.918
45.159 11.29 0 24 "M" "H" 0 6 60 "Y" "N" 36 11.29
46.247 11.562 0 47 "M" "H" 2 101 23 "Y" "N" 36 11.562
47.674 11.918 0 52 "M" "H" 2 54 54 "Y" "N" 36 11.918
50.01 12.506 0 38 "M" "H" 0 38 6 "N" "N" 36 12.502
49.717 12.429 0 27 "M" "M" 0 24 17 "N" "N" 36 12.429
50.025 12.506 1 53 "M" "M" 1 5 215 "N" "E" 36 12.506
48.824 12.206 1 30 "M" "H" 0 14 12 "Y" "E" 36 12.206
45.159 11.29 0 36 "M" "P" 1 15 11 "Y" "N" 36 11.29
47.674 11.918 0 27 "F" "H" 0 12 16 "Y" "N" 36 11.918
43.279 10.82 0 31 "M" "M" 1 47 6 "Y" "N" 36 10.82
50.446 12.612 0 30 "M" "H" 0 10 1 "N" "N" 36 12.612
47.674 11.918 1 39 "M" "H" 2 72 132 "N" "N" 36 11.918
54.369 13.592 1 45 "F" "H" 1 7 326 "Y" "N" 36 13.592
44.625 11.156 0 35 "M" "H" 1 36 84 "Y" "N" 36 11.156
43.279 10.82 0 24 "M" "H" 0 5 180 "Y" "N" 36 10.82
54.369 13.592 0 21 "M" "N" 0 10 60 "Y" "N" 36 13.592
46.052 11.513 0 36 "M" "M" 1 97 36 "Y" "N" 36 11.513
50.446 12.899 1 38 "M" "H" 1 48 108 "Y" "N" 36 12.613
50.446 12.612 0 51 "M" "M" 1 29 99 "N" "N" 36 12.612
51.597 12.899 0 45 "F" "S" 1 7 109 "Y" "N" 36 12.899
47.299 12.301 0 23 "M" "M" 0 84 240 "Y" "N" 36 11.825
51.597 12.899 1 44 "M" "H" 2 21 132 "Y" "N" 36 12.899
46.052 11.513 0 46 "F" "M" 1 23 7 "Y" "N" 36 11.513
48.824 12.206 0 44 "M" "H" 1 14 144 "Y" "N" 36 12.206
47.674 11.918 1 42 "F" "M" 3 252 228 "Y" "N" 36 11.918
51.597 12.899 1 55 "M" "M" 2 15 98 "N" "N" 36 12.899
47.674 11.918 1 56 "M" "M" 1 57 271 "Y" "N" 36 11.918
51.597 12.899 1 57 "M" "H" 2 22 214 "Y" "N" 36 12.899
45.63 11.408 0 37 "F" "H" 2 185 180 "Y" "E" 36 11.408
48.824 12.206 0 29 "F" "M" 1 12 121 "Y" "N" 36 12.206
53.719 13.43 0 48 "M" "M" 2 21 203 "Y" "N" 36 13.43
50.446 12.612 1 21 "F" "N" 0 26 54 "Y" "N" 36 12.612
48.824 12.206 0 28 "M" "M" 2 8 84 "Y" "N" 36 12.206
46.781 11.695 1 28 "M" "N" 0 11 120 "Y" "N" 36 11.695
46.052 11.513 0 34 "M" "H" 1 35 168 "Y" "N" 36 11.513
47.674 11.918 1 30 "M" "M" 0 7 79 "Y" "N" 36 11.918
48.824 12.206 0 35 "M" "M" 2 10 46 "Y" "N" 36 12.206
50.845 12.899 1 28 "F" "M" 1 44 9 "N" "N" 36 12.711
47.674 11.918 0 27 "M" "M" 1 13 329 "Y" "N" 36 11.918
47.101 11.775 0 43 "M" "S" 2 11 86 "Y" "E" 36 11.775
48.824 12.206 0 36 "M" "M" 0 12 108 "Y" "N" 36 12.206
54.369 13.592 0 44 "F" "H" 1 6 10 "Y" "N" 36 13.592
46.781 11.695 0 35 "F" "H" 0 149 237 "Y" "N" 36 11.695
46.433 11.608 0 46 "F" "H" 2 9 227 "Y" "N" 36 11.608
38.463 12.821 0 41 "F" "S" 1 84 48 "Y" "N" 36 9.616
49.717 12.429 0 37 "F" "M" 1 18 120 "Y" "N" 36 12.429
51.597 12.899 1 52 "M" "H" 2 25 216 "Y" "N" 36 12.899
48.824 12.206 1 26 "M" "M" 1 6 72 "Y" "E" 36 12.206
47.674 11.918 0 49 "M" "H" 2 5 117 "N" "N" 36 11.918
